countryFrom,countryTo,value
DK,ES,0.01658
AT,CH,0.01979
CZ,DE,0.00783
TR,US,0.00285
CH,SE,0.01560
IT,PT,0.00990
DK,NO,0.03330
BE,CA,0.01150
IR,US,0.00268
CN,SE,0.00732
JP,KR,0.00837
SA,US,0.00277
IN,MY,0.01198
IT,PL,0.01001
JP,NL,0.00790
CA,IN,0.00679
CN,TW,0.00787
GR,IT,0.01052
AT,NL,0.01420
HK,US,0.00265
CH,JP,0.00837
AT,ES,0.01414
FR,IL,0.00931
CL,DE,0.00669
FI,FR,0.00936
DE,IE,0.00655
CZ,UK,0.00556
FI,IT,0.00967
CH,CN,0.00601
CA,DK,0.00990
FR,GR,0.00901
AU,IN,0.00685
UG,US,0.00236
AU,DK,0.01237
EG,US,0.00233
BE,SE,0.01623
AU,BE,0.01160
IL,IT,0.00867
HU,UK,0.00522
NL,NO,0.01301
FR,NO,0.00851
TH,UK,0.00520
EG,SA,0.06523
MY,SA,0.04892
ES,PL,0.01161
SG,UK,0.00510
CH,DK,0.01467
AU,BR,0.00900
CN,SG,0.00685
DE,ZA,0.00571
IN,IT,0.00509
BR,CN,0.00530
CN,KR,0.00505
DE,KR,0.00448
FI,NL,0.01240
CL,FR,0.00865
CZ,FR,0.00846
CN,IN,0.00412
CL,UK,0.00470
NL,PT,0.00957
JP,RU,0.00712
IN,JP,0.00476
AT,CA,0.00832
JP,TW,0.00765
AT,SE,0.01425
KR,UK,0.00347
JP,SE,0.00633
ES,GR,0.01101
CH,RU,0.01056
BR,NL,0.00743
AU,ZA,0.01087
ES,FI,0.01075
TW,UK,0.00389
CN,DK,0.00506
PE,US,0.00180
IT,NO,0.00691
UG,UK,0.00414
DK,FI,0.02089
ES,RU,0.00857
AR,ES,0.01156
FR,ZA,0.00677
CA,ZA,0.00800
NL,PL,0.00872
ES,NO,0.01009
MY,US,0.00169
DE,UA,0.00464
CL,ES,0.01145
BR,CH,0.00819
CA,NO,0.00741
PK,US,0.00167
NL,ZA,0.01000
CO,US,0.00167
ES,MX,0.01071
TZ,UK,0.00389
CH,PL,0.01017
BE,DK,0.01497
AT,BE,0.01497
FR,IE,0.00648
AT,AU,0.00859
PL,RU,0.01225
PL,SE,0.01101
TZ,US,0.00161
FR,HU,0.00633
CA,IL,0.00667
AR,BR,0.01266
CH,PT,0.00891
CA,FI,0.00686
CA,RU,0.00586
GR,NL,0.00873
CH,IN,0.00487
FI,NO,0.02102
AU,FI,0.00861
BR,JP,0.00466
AU,NO,0.00835
NL,RU,0.00704
CZ,IT,0.00615
SI,US,0.00146
RU,SE,0.00933
DE,MX,0.00385
AR,FR,0.00585
AR,UK,0.00328
IR,MY,0.01432
CH,FI,0.01055
SA,UK,0.00324
DE,NZ,0.00381
AU,SG,0.00896
AT,CN,0.00399
MX,UK,0.00317
BE,CN,0.00386
IE,IT,0.00583
HU,IT,0.00582
BE,JP,0.00509
CH,ZA,0.01062
CH,IL,0.00929
AR,DE,0.00361
BE,PL,0.01119
BE,PT,0.01005
ES,IL,0.00746
CL,IT,0.00566
BD,US,0.00134
CA,KR,0.00420
CA,PL,0.00528
ES,IN,0.00383
MY,UK,0.00292
NG,US,0.00130
DE,RO,0.00353
IR,UK,0.00261
AU,TH,0.00833
CH,GR,0.00936
IN,NL,0.00364
DE,TW,0.00318
BE,BR,0.00748
IE,NL,0.00775
CN,MY,0.00373
IN,SA,0.00531
CA,NZ,0.00574
IN,SE,0.00407
AT,DK,0.01194
ES,HU,0.00783
IL,NL,0.00645
FI,RU,0.01133
ES,IE,0.00772
DE,TR,0.00298
TR,UK,0.00255
UA,US,0.00117
DK,JP,0.00444
CZ,ES,0.00754
CA,PT,0.00431
FR,TN,0.00481
DE,SG,0.00301
MY,TH,0.02729
FR,RO,0.00464
AT,JP,0.00427
CH,NO,0.00798
DK,PL,0.00992
CA,IE,0.00520
JP,TH,0.00480
AU,MY,0.00657
RO,US,0.00109
PT,SE,0.00680
CN,RU,0.00286
PK,UK,0.00245
DE,SI,0.00291
FR,MA,0.00448
BR,SE,0.00549
HR,US,0.00106
GH,UK,0.00246
HU,NL,0.00662
GH,US,0.00104
BE,RU,0.00793
IT,SI,0.00455
BR,RU,0.00585
FR,MX,0.00409
IN,ZA,0.00437
IT,ZA,0.00417
MW,UK,0.00245
US,ZM,0.00104
BE,NO,0.01054
GR,SE,0.00850
US,VN,0.00102
FR,NZ,0.00408
DE,HR,0.00280
BR,IN,0.00321
IT,TR,0.00387
FI,JP,0.00407
SE,ZA,0.00880
CA,TW,0.00430
CN,FI,0.00294
BE,ZA,0.01131
RU,UA,0.01187
FR,KR,0.00277
AR,IT,0.00413
BR,MX,0.00765
JP,PL,0.00358
CA,MX,0.00457
AT,PL,0.00887
CN,PT,0.00257
DK,PT,0.00777
CA,SA,0.00453
BE,GR,0.01018
MW,US,0.00097
IT,MX,0.00397
CA,IR,0.00360
CH,CZ,0.00781
IT,RO,0.00414
DE,IR,0.00221
AU,PT,0.00445
IL,RU,0.00815
EG,UK,0.00217
BR,CL,0.00776
FR,TR,0.00349
CH,HU,0.00779
CZ,PL,0.01154
AU,IE,0.00585
FR,TW,0.00344
CZ,NL,0.00582
DZ,FR,0.00400
CN,IL,0.00266
ES,ZA,0.00572
AU,IL,0.00496
AU,RU,0.00434
ET,US,0.00092
CN,TH,0.00286
CA,CL,0.00438
CN,SA,0.00278
PT,RU,0.00617
AU,PL,0.00445
BE,CZ,0.01112
SI,UK,0.00205
JP,PT,0.00307
CZ,SE,0.00827
UK,VN,0.00206
AU,CL,0.00564
AT,HU,0.01273
IT,KR,0.00250
HK,UK,0.00199
AT,PT,0.00696
JP,SG,0.00369
EE,US,0.00085
AT,RU,0.00700
KE,ZA,0.02331
AT,FI,0.01003
FR,SG,0.00335
AR,CA,0.00398
IT,TW,0.00320
ID,US,0.00084
HU,SE,0.00796
FR,TH,0.00335
DE,SA,0.00218
BE,FI,0.00874
CA,GR,0.00363
DE,EG,0.00220
AT,NO,0.00942
AR,CL,0.02397
PL,PT,0.00606
FI,PL,0.00858
IN,KR,0.00243
AT,CZ,0.01153
CN,NO,0.00235
IS,US,0.00081
QA,US,0.00081
NG,UK,0.00185
BG,DE,0.00220
HR,UK,0.00186
IL,JP,0.00308
AU,TW,0.00441
AU,KR,0.00297
CN,MX,0.00240
FR,SN,0.00336
NL,NZ,0.00494
NO,RU,0.00712
BE,HU,0.00981
BR,CO,0.00683
BE,IN,0.00285
CN,GR,0.00226
IR,IT,0.00259
GM,UK,0.00178
CO,ES,0.00535
CM,FR,0.00319
CN,ZA,0.00224
IE,SE,0.00699
AU,IR,0.00345
IT,NZ,0.00311
DK,GR,0.00853
PK,SA,0.02051
DE,PK,0.00198
FR,UA,0.00300
DK,RU,0.00598
LB,US,0.00074
CA,PK,0.00352
CH,IE,0.00582
CA,CZ,0.00334
GR,PL,0.00737
NO,PL,0.00717
ES,TR,0.00403
ET,UK,0.00164
CA,SG,0.00333
CZ,RU,0.00758
AT,BR,0.00447
CN,NZ,0.00214
EE,UK,0.00162
CA,HU,0.00326
IT,UA,0.00293
ES,KR,0.00263
BR,DK,0.00430
IL,SE,0.00512
HU,JP,0.00291
PL,UA,0.00903
BE,IE,0.00825
CM,US,0.00066
IR,SE,0.00411
CZ,SK,0.02690
PH,US,0.00066
BE,IL,0.00622
JP,NO,0.00261
PE,UK,0.00154
AT,IL,0.00684
US,VE,0.00065
CL,NL,0.00414
DE,EE,0.00179
DE,SK,0.00179
CN,HU,0.00200
AT,GR,0.00763
MY,PK,0.01562
SK,US,0.00064
FR,SI,0.00265
AU,SA,0.00393
BR,ZA,0.00472
BE,CL,0.00833
SE,UG,0.00692
JP,MY,0.00262
CH,TZ,0.00583
RO,UK,0.00144
FR,IR,0.00203
IS,SE,0.00705
AU,GR,0.00355
NO,PT,0.00557
CH,KE,0.00561
ES,NZ,0.00405
IN,TW,0.00246
DE,LU,0.00171
BD,UK,0.00144
KE,UG,0.04421
CZ,PT,0.00641
UG,ZA,0.01801
CN,PL,0.00165
BG,US,0.00060
BG,IT,0.00263
CH,KR,0.00261
CA,KE,0.00296
DE,TH,0.00159
CO,UK,0.00138
AR,CH,0.00487
IN,PL,0.00217
CN,IE,0.00180
NL,TR,0.00323
KE,NL,0.00391
AM,DE,0.00161
EE,SE,0.00646
IN,SG,0.00253
JP,VN,0.00265
LU,US,0.00058
IN,RU,0.00205
CZ,DK,0.00795
CN,PK,0.00179
MX,NL,0.00352
EE,FI,0.01487
FR,SA,0.00225
UK,ZW,0.00134
GR,PT,0.00519
CZ,JP,0.00243
UA,UK,0.00130
AU,MX,0.00343
ID,UK,0.00131
FI,PT,0.00514
CR,US,0.00056
DK,IN,0.00213
AU,ID,0.00384
IN,PT,0.00194
NZ,SE,0.00526
ES,TW,0.00312
IL,IN,0.00212
AU,HK,0.00356
KR,TW,0.00324
GR,JP,0.00217
IS,UK,0.00127
HU,PL,0.00676
NL,SG,0.00339
IN,LK,0.00251
AR,AU,0.00333
ID,NL,0.00366
AR,MX,0.01296
FR,LB,0.00225
DE,HK,0.00143
HR,IT,0.00230
GR,NO,0.00716
KE,TZ,0.03898
CH,NZ,0.00433
DK,IE,0.00728
ML,US,0.00052
BE,NZ,0.00659
ES,SI,0.00362
CH,SG,0.00426
IR,NL,0.00239
AU,VN,0.00354
EG,JP,0.00225
BF,FR,0.00220
FI,HU,0.00960
AU,KE,0.00343
DK,IL,0.00526
AU,CZ,0.00315
JP,ZA,0.00210
GE,US,0.00051
ID,JP,0.00233
CO,DE,0.00138
DE,RS,0.00138
FI,GR,0.00715
DK,HU,0.00711
BR,IL,0.00324
CA,HK,0.00244
CL,PL,0.00642
IN,TH,0.00220
JP,NZ,0.00214
BR,NO,0.00342
NL,SI,0.00332
IN,MX,0.00212
ES,RO,0.00338
CH,CL,0.00415
DK,ZA,0.00615
CH,MX,0.00392
EC,US,0.00049
EE,IT,0.00216
ES,UA,0.00328
BG,FR,0.00203
RW,US,0.00049
NG,ZA,0.01220
NL,TH,0.00308
LK,UK,0.00113
RS,US,0.00048
US,ZW,0.00048
HK,JP,0.00211
CA,UG,0.00238
NP,US,0.00047
SE,TZ,0.00516
AU,HU,0.00295
CA,EG,0.00227
AE,US,0.00047
IE,PT,0.00493
CZ,HU,0.01172
SN,US,0.00047
IL,PL,0.00434
BF,UK,0.00109
QA,UK,0.00109
CY,GR,0.01246
KR,NL,0.00172
AT,SI,0.00790
FR,LU,0.00195
FI,IN,0.00185
PR,US,0.00045
IT,SA,0.00184
CH,TR,0.00311
CA,TH,0.00213
AT,IN,0.00170
IL,PT,0.00368
AR,NL,0.00277
IT,SG,0.00184
DE,GH,0.00121
KR,SE,0.00206
UK,ZM,0.00103
EG,IT,0.00185
NO,TZ,0.01011
BG,UK,0.00102
CL,JP,0.00189
AT,IE,0.00616
BD,JP,0.00199
CO,FR,0.00182
IR,TR,0.00371
DK,IS,0.00794
AM,RU,0.00577
NL,TZ,0.00296
IE,JP,0.00182
IN,NP,0.00201
BF,US,0.00042
GH,ZA,0.01320
NO,ZA,0.00635
HU,PT,0.00452
NP,UK,0.00099
PK,TR,0.00756
FR,KE,0.00175
SE,SG,0.00400
AM,IT,0.00186
ES,SG,0.00273
AR,CN,0.00128
FR,MY,0.00160
CM,UK,0.00096
PL,RO,0.00563
IN,PK,0.00181
BE,KE,0.00594
SK,UK,0.00095
CN,TR,0.00117
AR,BE,0.00514
MZ,US,0.00041
AM,US,0.00040
BJ,FR,0.00172
BR,PL,0.00239
US,UY,0.00040
CZ,FI,0.00724
IT,RS,0.00178
DE,TZ,0.00110
CL,CN,0.00124
FR,HR,0.00167
FR,VN,0.00168
CA,TR,0.00171
DE,LT,0.00110
EE,FR,0.00168
HU,RO,0.01314
EE,ES,0.00283
AU,BD,0.00269
BR,TW,0.00266
RS,UK,0.00092
DE,IS,0.00109
JP,MX,0.00166
BD,IN,0.00181
SE,UA,0.00394
DK,TZ,0.00681
IT,TH,0.00163
LU,UK,0.00091
DE,MY,0.00099
IN,TR,0.00153
TZ,ZA,0.01144
CH,SI,0.00342
DE,GE,0.00105
BR,FI,0.00266
AU,PG,0.00266
ES,SA,0.00239
DK,NZ,0.00534
GR,HU,0.00690
EG,FR,0.00151
CH,IR,0.00208
CH,TH,0.00313
DE,KE,0.00100
CA,CO,0.00185
CY,DE,0.00102
GR,IL,0.00452
CN,CZ,0.00113
CN,EG,0.00114
FI,IE,0.00659
IE,PL,0.00445
NL,RO,0.00240
KE,SE,0.00385
BE,RO,0.00508
CZ,NO,0.00617
IN,NO,0.00147
MW,ZA,0.01199
BD,MY,0.01162
BR,KR,0.00155
GR,RU,0.00337
SE,VN,0.00397
CL,SE,0.00350
CH,UG,0.00330
KR,RU,0.00181
CL,RU,0.00408
CY,UK,0.00083
CA,UA,0.00173
BR,PE,0.00322
CH,TW,0.00248
AT,RO,0.00576
AU,LK,0.00245
TZ,UG,0.03207
CH,GH,0.00331
CM,ZA,0.01106
KR,SG,0.00241
CO,MX,0.01233
CL,MX,0.00908
FR,HK,0.00142
MY,SG,0.00770
NZ,ZA,0.00739
AR,JP,0.00149
AU,PH,0.00242
CZ,GR,0.00614
LT,UK,0.00081
AR,PT,0.00368
CN,IR,0.00090
JP,TR,0.00133
BE,SI,0.00493
IT,SK,0.00151
HU,NO,0.00596
GE,RU,0.00449
AR,CO,0.01370
BE,LU,0.00534
NL,TW,0.00186
EG,MY,0.00805
LK,US,0.00034
BE,MX,0.00403
DE,ID,0.00092
AT,UA,0.00532
SE,TH,0.00327
CU,US,0.00033
NL,VN,0.00229
BG,ES,0.00237
ID,MY,0.01077
BG,RU,0.00425
CL,DK,0.00487
BR,SG,0.00263
CN,SI,0.00105
GM,US,0.00033
PA,US,0.00033
AT,SK,0.00608
TH,VN,0.01577
LT,US,0.00032
JP,PH,0.00150
MX,RU,0.00344
IE,IN,0.00139
NL,SA,0.00198
CY,US,0.00032
CH,RO,0.00278
IN,IR,0.00111
ES,IR,0.00151
SG,TW,0.00534
MX,PT,0.00325
FI,IL,0.00389
PL,SI,0.00450
BE,TR,0.00311
SE,TR,0.00247
ES,HR,0.00222
CH,HR,0.00285
HU,SI,0.01141
NL,UG,0.00213
SE,SI,0.00325
HK,TW,0.00598
DE,VN,0.00085
DE,ET,0.00085
BR,IE,0.00241
FR,MG,0.00131
GR,TR,0.00400
HU,RU,0.00336
BE,BG,0.00460
ZA,ZW,0.01032
AR,IN,0.00133
RU,TR,0.00268
RO,SE,0.00309
CH,UA,0.00261
BW,US,0.00030
BR,MY,0.00223
CA,PE,0.00152
CA,MY,0.00136
BG,PL,0.00444
DE,GA,0.00083
BE,UG,0.00451
AT,HR,0.00525
IL,NO,0.00351
GH,KE,0.02436
ID,TH,0.01495
BR,GR,0.00207
BR,CZ,0.00230
MA,MY,0.00918
IE,NO,0.00502
IR,PK,0.00324
CL,PT,0.00323
MX,ZA,0.00576
CY,IT,0.00131
CH,PK,0.00245
FR,RS,0.00122
RO,RU,0.00347
NO,UG,0.00658
LT,SE,0.00325
BR,NZ,0.00230
PL,TR,0.00280
UK,VE,0.00067
GT,US,0.00029
PH,UK,0.00067
AT,TR,0.00315
IS,NO,0.00700
HK,IT,0.00122
BD,SE,0.00310
LU,NL,0.00198
RU,SK,0.00373
GE,IT,0.00124
TH,ZA,0.00635
KR,PL,0.00149
TN,US,0.00028
GR,IN,0.00114
NL,UA,0.00182
BG,GR,0.00677
SD,UK,0.00066
ZA,ZM,0.00921
FR,SK,0.00117
PT,ZA,0.00269
CO,IT,0.00122
CU,ES,0.00201
IE,RU,0.00299
BE,ET,0.00422
GH,NL,0.00192
IS,NL,0.00191
BR,TR,0.00185
AU,CO,0.00186
IT,PK,0.00116
PT,RO,0.00319
KR,TH,0.00192
MX,SE,0.00252
PL,ZA,0.00301
AU,TZ,0.00185
BR,HU,0.00214
EE,NL,0.00187
AR,ZA,0.00575
ES,VE,0.00197
KH,US,0.00027
ES,RS,0.00191
RU,TW,0.00238
HU,IL,0.00412
FR,GA,0.00115
JO,US,0.00027
SN,UK,0.00063
ML,UK,0.00062
CZ,IN,0.00114
BR,UY,0.00242
CL,ZA,0.00586
AT,ZA,0.00333
HR,NL,0.00178
GH,SE,0.00290
ET,NO,0.00603
BY,DE,0.00071
MY,NL,0.00154
ES,MZ,0.00190
CM,DE,0.00071
ES,UY,0.00188
BE,TH,0.00338
IT,QA,0.00115
AE,UK,0.00060
DK,TR,0.00279
LB,UK,0.00060
RU,ZA,0.00254
CL,CO,0.01150
CN,PH,0.00083
BE,KR,0.00136
ES,PE,0.00184
DK,KR,0.00143
GR,IE,0.00448
BR,VE,0.00229
RO,TR,0.00481
EG,NL,0.00159
PT,TR,0.00215
CZ,IL,0.00370
IN,KE,0.00113
AU,TR,0.00136
PG,US,0.00025
EG,QA,0.01356
NL,SK,0.00170
CH,EE,0.00229
BR,CU,0.00223
PT,SI,0.00296
IR,JP,0.00085
HR,SI,0.01645
IL,TR,0.00282
DE,MA,0.00066
FR,PK,0.00098
BE,CG,0.00396
IQ,MY,0.00866
FI,NZ,0.00454
PL,TW,0.00237
ES,MA,0.00172
BE,SG,0.00303
CU,UK,0.00056
HU,IN,0.00104
FR,IS,0.00102
BY,RU,0.00324
DE,QA,0.00066
IT,LU,0.00107
FI,IS,0.00637
AR,UY,0.01149
DK,SA,0.00322
SG,TH,0.00692
CL,IN,0.00104
NL,PK,0.00152
DK,EE,0.00423
CH,EG,0.00200
CN,VN,0.00076
AT,NZ,0.00345
AU,GH,0.00163
EC,UK,0.00055
IN,NZ,0.00102
DK,SG,0.00332
NO,NZ,0.00410
IR,SA,0.00240
MG,US,0.00023
SD,US,0.00023
IL,SI,0.00421
BR,TH,0.00187
JP,UA,0.00101
AM,FR,0.00097
CI,FR,0.00098
KH,UK,0.00054
HK,NL,0.00151
AU,PK,0.00147
HU,IE,0.00579
FI,UA,0.00482
DE,PE,0.00062
SE,TW,0.00178
BJ,US,0.00023
BG,CH,0.00208
BO,US,0.00023
MX,VE,0.00908
FR,LT,0.00096
CH,ET,0.00209
AR,DK,0.00322
AT,KR,0.00128
EG,IN,0.00100
CA,RO,0.00111
FI,TR,0.00295
MA,US,0.00022
FR,UG,0.00094
CZ,RO,0.00688
ET,SE,0.00244
IT,TN,0.00099
FR,VE,0.00095
CH,CI,0.00215
CH,VN,0.00207
EG,ES,0.00149
ES,HK,0.00151
ES,TH,0.00146
LT,PL,0.00343
JP,SA,0.00093
PL,SK,0.00337
ES,LT,0.00160
BY,US,0.00022
DE,LV,0.00061
MX,PE,0.00856
KH,TH,0.01310
IT,MY,0.00087
AR,SE,0.00206
IT,LT,0.00097
SA,SD,0.00941
FR,KH,0.00093
NO,SI,0.00465
CZ,SI,0.00735
BG,NL,0.00146
IE,NZ,0.00544
CA,SI,0.00106
KW,US,0.00021
BE,EE,0.00331
FR,UY,0.00091
BF,CH,0.00201
CH,SA,0.00169
BF,DE,0.00058
AU,NG,0.00138
TH,TW,0.00374
JP,PK,0.00092
AM,CH,0.00196
DE,LB,0.00057
EE,NO,0.00491
FI,ZA,0.00328
CH,SK,0.00194
CA,LB,0.00106
IS,IT,0.00092
FR,ID,0.00088
EE,PL,0.00312
ES,IS,0.00148
AT,TW,0.00222
GR,ZA,0.00315
GH,TZ,0.02235
CN,PE,0.00065
BE,UA,0.00274
BD,PK,0.00994
DE,UG,0.00054
BE,TW,0.00196
BE,CO,0.00298
CG,US,0.00020
BJ,UK,0.00047
FR,PE,0.00084
CA,EE,0.00101
CA,TZ,0.00100
FR,ML,0.00083
AU,HR,0.00132
CH,PE,0.00183
MY,TW,0.00290
MX,PL,0.00232
GR,RO,0.00416
PH,TH,0.01093
NL,RS,0.00134
FI,TW,0.00254
IN,PH,0.00090
CN,NG,0.00060
IE,ZA,0.00390
PL,RS,0.00289
SA,TN,0.00730
CU,IT,0.00086
FI,LT,0.00512
CI,US,0.00019
PL,SG,0.00240
HT,US,0.00019
AT,SG,0.00276
CN,RO,0.00059
PK,SE,0.00186
BE,BF,0.00303
CN,ID,0.00061
CH,NG,0.00165
JP,KE,0.00085
BD,TH,0.00914
MY,NZ,0.00417
DE,NG,0.00051
IT,MA,0.00083
FI,KR,0.00117
CH,MY,0.00145
HK,KR,0.00137
CO,CZ,0.00696
AU,SI,0.00126
AT,MX,0.00256
AE,DE,0.00051
IL,TW,0.00214
DE,VE,0.00051
AU,UG,0.00126
MT,UK,0.00044
HR,SE,0.00200
AT,RS,0.00338
CL,IL,0.00298
IL,SG,0.00288
AU,PE,0.00128
CU,MX,0.00746
CH,PH,0.00177
EE,RU,0.00240
BE,PE,0.00286
SA,SE,0.00169
CH,CO,0.00167
GR,SI,0.00415
IT,KE,0.00079
ES,SK,0.00131
HU,TW,0.00306
CA,CM,0.00091
CN,CO,0.00057
GE,UK,0.00042
IQ,UK,0.00042
LU,NO,0.00439
HU,TR,0.00300
IT,LB,0.00080
MZ,UK,0.00042
LU,SE,0.00201
UK,UY,0.00042
JM,US,0.00018
KR,VN,0.00136
IT,PE,0.00080
CN,CU,0.00058
HU,KR,0.00123
CO,NL,0.00122
DK,KE,0.00292
HK,SE,0.00181
DK,RO,0.00279
CH,LU,0.00167
BE,VN,0.00269
ES,MY,0.00109
GH,NG,0.01171
DK,SI,0.00293
BD,CA,0.00089
IN,RO,0.00079
CI,UK,0.00041
IL,UA,0.00299
IT,VE,0.00079
IN,NG,0.00078
DE,PH,0.00048
ID,VN,0.01906
AT,IR,0.00138
AU,EE,0.00119
BE,GM,0.00281
DK,TH,0.00256
AR,PL,0.00216
MY,SE,0.00153
ET,ZA,0.00514
AM,BR,0.00157
KE,MW,0.01617
CZ,IE,0.00413
CO,IN,0.00080
IL,KR,0.00100
CY,ES,0.00124
CZ,TR,0.00274
BE,RS,0.00259
AT,BG,0.00304
GA,US,0.00017
CA,HR,0.00085
NO,ZM,0.00426
BR,EC,0.00157
HR,PL,0.00250
LV,US,0.00017
MA,SA,0.00613
IT,VN,0.00074
IL,ZA,0.00224
CA,VN,0.00084
BD,NL,0.00115
KE,TH,0.00686
AR,PE,0.00757
BD,DE,0.00046
DK,TW,0.00180
CR,ES,0.00122
BG,CZ,0.00605
CY,FR,0.00070
NA,US,0.00016
RS,SI,0.01211
NZ,PK,0.00486
IL,MX,0.00239
GR,MX,0.00282
CN,RS,0.00053
BE,TZ,0.00248
HU,SK,0.00713
CH,ZM,0.00153
BE,HR,0.00239
MW,ZM,0.04126
JP,SI,0.00072
FR,GH,0.00068
IE,IL,0.00240
CH,PG,0.00155
BE,IR,0.00118
AU,EG,0.00102
NZ,SG,0.00434
ID,IN,0.00075
BF,SN,0.04408
CA,IS,0.00082
DE,UZ,0.00045
AT,CL,0.00242
FI,SI,0.00371
BF,CA,0.00081
BE,LT,0.00249
LT,NL,0.00110
IR,PT,0.00105
CH,CM,0.00148
HK,IN,0.00071
KR,NO,0.00095
CH,ID,0.00147
FR,PH,0.00067
AT,EE,0.00291
LV,UK,0.00037
AR,VE,0.00739
JP,RO,0.00070
BR,UA,0.00131
ET,NL,0.00106
ES,LU,0.00112
SA,TR,0.00247
BE,SA,0.00188
FR,QA,0.00065
DK,MX,0.00208
BR,SA,0.00120
EE,HU,0.00668
AU,RO,0.00101
KR,MY,0.00101
AU,QA,0.00107
SY,US,0.00015
PK,ZA,0.00347
OM,US,0.00015
MX,TW,0.00239
BR,RO,0.00127
AT,EG,0.00231
FI,MX,0.00264
DK,HR,0.00259
NG,NL,0.00099
AU,MW,0.00105
BE,CM,0.00237
AT,TH,0.00230
CZ,IR,0.00156
KR,MX,0.00101
DK,GH,0.00266
HR,RU,0.00188
AM,ES,0.00107
DK,UG,0.00257
BD,CH,0.00137
NG,SE,0.00151
KZ,US,0.00015
CU,DE,0.00041
CH,IS,0.00140
CA,MW,0.00076
AR,IL,0.00228
KW,UK,0.00035
CN,UA,0.00046
BY,UK,0.00035
NL,PE,0.00100
GR,RS,0.00357
CL,GR,0.00280
HK,SG,0.00492
NO,RO,0.00291
BR,EG,0.00118
KR,UA,0.00104
NG,UG,0.00841
NE,US,0.00015
TN,UK,0.00034
AU,UA,0.00094
MY,NG,0.00380
GR,SA,0.00254
IL,NZ,0.00224
BR,PK,0.00118
CL,FI,0.00284
IR,RU,0.00098
BF,KE,0.01402
ES,PG,0.00107
PT,UA,0.00165
CL,PE,0.00740
CA,QA,0.00074
DK,LT,0.00266
CO,JP,0.00066
CH,GE,0.00136
EE,JP,0.00065
